d,b,t,r_out,n_r,section_param_id,n,mxx,myy,vx,vy,mzz,utilization
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-679842.868310719,-3066643.307638798,-23210849.10906038,-99691.25349465173,-139132.42421256108,-3581534.4530181065,0.7566957027004111
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,299793.35611054464,-28046686.58583488,5458375.375426114,204951.4832858704,80215.28879139991,10298115.863186851,0.8578170483881387
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,823649.2546516284,-19259247.354700398,10747577.681276523,-254184.8863948814,-57271.789747134084,-17721313.194852207,1.0507324544085177
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-176107.61821018986,-20690541.110076286,-23446209.792749498,-230496.8625404468,-60959.728155184275,23399.694953043014,0.7760894777226196
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-452165.76879743126,-19777865.72717267,8664278.325612836,-72353.65395988026,37162.234693636885,16635519.488429725,0.7735524323689912
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,318399.28103028913,3983048.100376066,9443093.707717925,-262720.64229528175,-139.9632121056202,143338.11443657055,0.5170438824719643
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-699726.0158682212,-12769628.7715602,-17397907.59132845,-109525.14633210533,122199.62979269656,-2971661.1275690533,0.7111649101018169
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,821400.5961343062,10997762.936860051,15094968.356632449,-43617.615591665235,9204.916977714398,8705057.01972815,0.7228539926034206
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,479172.15419545886,-17957736.133597236,5369478.453440495,-137016.4461869621,84237.61399810622,10983836.264806397,0.6680347935611906
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-333779.2161412968,5095541.51037034,-29066736.888609864,11522.153288409056,-111539.51749666416,12420838.730674349,0.7734708899060923
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,597968.9419555352,-4105980.1351255924,-21503205.842918605,-67052.36941629436,-274600.5910460308,14149061.683737375,1.1330274890938168
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,912376.0901394375,-28313479.942659438,-27553878.574489623,68360.19438445248,169943.58481069427,-11695377.723647721,1.1367031568009658
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-810340.8047237566,18913234.510581095,20299065.401055835,130155.21071269724,-124798.31366089245,11532632.986289851,0.8770396489627196
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,494537.4674316081,-22780801.410694327,-19880786.631392695,-181222.9516192273,70369.42788536614,-4682768.883499928,0.7779719161482687
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-626317.8372687865,-8057848.477871049,16469617.344229631,67136.71030361706,156906.34062226396,-18253677.48965509,0.9290644823980913
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-863114.303837389,-24024796.672111794,12146782.459304832,-242553.35829396648,61261.54657137755,-20444246.664290622,0.9657891967669117
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-445887.35944463697,-27161669.90459193,1299497.8237974383,116228.34990514367,65222.38915038854,-22063351.18696883,0.962812962873229
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,821336.9030187484,-5099651.615204174,-20015100.51969766,-111623.58709329116,207357.2727998147,-21887011.762238074,1.2073185242749476
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,332801.53831167566,19840479.797257762,-8282298.553625628,9402.889683225134,171644.32406936883,20631309.76872264,0.9918898928473023
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-217276.81681294832,-9349027.00239627,-16824740.108090326,-96246.82150508545,-216040.92937306836,-15035956.785354294,1.0554317143281624
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,742117.0485940743,-15592610.065384202,-14404766.92675814,-3505.1897025115322,71852.82849141472,1932794.2552834265,0.736439258580362
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,81993.98327494739,9798150.769546669,-16356575.187063232,77097.58453028474,7490.460302351159,-17278905.49842377,0.558360357683154
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,238435.00467122486,-28371220.00664042,10939358.054701023,181973.3237593987,-205734.34772087832,-13660503.473333664,1.1669368747180666
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-348690.24291449133,28183919.58315179,5228258.727976732,-41879.990508435,76393.2873913644,-7391895.241739593,0.6270002067076661
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,-453831.55275485106,-15852144.521288358,-28025637.37753426,-240261.71198128772,-236831.72387621494,-2906569.8952833414,1.1803013938251519
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,633293.5027781485,-24284226.202722345,-27197807.446103394,102023.13497656124,180175.6356809461,4676745.96211439,1.1429931879394772
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,159329.93317588,14963229.895278152,-11389350.932731826,227059.31385129207,-265936.7549742023,-4390564.902599756,1.2192730015252273
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,459387.37349295313,6052583.029748987,18641997.662610978,-60021.531818533724,244197.7054881723,9863186.95100189,0.9576639886046706
110.0662317848794,153.3808764555435,8.766342152886597,13.50775631379264,4,1,205918.6648680654,13208522.779315498,-18925684.877760105,207984.94841642608,47119.96902913734,-18079010.006226752,0.8266671226276784
